"Country","Year","Pathogen","Antibiotic","Total","Resistant","Data","Region"
"Czech Republic",2019,"Escherichia coli","Meropenem",21,0,"GEARS","European Region"
"Czech Republic",2019,"Klebsiella pneumoniae","Ceftazidime",8,3,"GEARS","European Region"
"Czech Republic",2019,"Klebsiella pneumoniae","Cefepime",8,3,"GEARS","European Region"
"Czech Republic",2019,"Klebsiella pneumoniae","Gentamicin",8,4,"GEARS","European Region"
"Czech Republic",2019,"Klebsiella pneumoniae","Levofloxacin",8,4,"GEARS","European Region"
"Czech Republic",2019,"Klebsiella pneumoniae","Meropenem",8,0,"GEARS","European Region"
"Czech Republic",2020,"Escherichia coli","Ceftazidime",15,2,"GEARS","European Region"
"Czech Republic",2020,"Escherichia coli","Cefepime",15,2,"GEARS","European Region"
"Czech Republic",2020,"Escherichia coli","Gentamicin",15,2,"GEARS","European Region"
"Czech Republic",2020,"Escherichia coli","Levofloxacin",15,4,"GEARS","European Region"
"Czech Republic",2020,"Escherichia coli","Meropenem",15,0,"GEARS","European Region"
"Czech Republic",2020,"Klebsiella pneumoniae","Ceftazidime",25,13,"GEARS","European Region"
"Czech Republic",2020,"Klebsiella pneumoniae","Cefepime",25,15,"GEARS","European Region"
"Czech Republic",2020,"Klebsiella pneumoniae","Gentamicin",25,12,"GEARS","European Region"
"Czech Republic",2020,"Klebsiella pneumoniae","Levofloxacin",25,11,"GEARS","European Region"
"Czech Republic",2020,"Klebsiella pneumoniae","Meropenem",25,1,"GEARS","European Region"
"Denmark",2018,"Escherichia coli","Ceftazidime",9,3,"GEARS",NA
"Denmark",2018,"Escherichia coli","Cefepime",9,3,"GEARS",NA
"Denmark",2018,"Escherichia coli","Gentamicin",9,1,"GEARS",NA
"Denmark",2018,"Escherichia coli","Levofloxacin",9,3,"GEARS",NA
"Denmark",2018,"Escherichia coli","Meropenem",9,0,"GEARS",NA
"Denmark",2018,"Klebsiella pneumoniae","Ceftazidime",7,0,"GEARS",NA
"Denmark",2018,"Klebsiella pneumoniae","Cefepime",7,0,"GEARS",NA
"Denmark",2018,"Klebsiella pneumoniae","Gentamicin",7,0,"GEARS",NA
"Denmark",2018,"Klebsiella pneumoniae","Levofloxacin",7,0,"GEARS",NA
"Denmark",2018,"Klebsiella pneumoniae","Meropenem",7,0,"GEARS",NA
"Denmark",2019,"Escherichia coli","Ceftazidime",7,0,"GEARS",NA
"Denmark",2019,"Escherichia coli","Cefepime",7,0,"GEARS",NA
"Denmark",2019,"Escherichia coli","Gentamicin",7,0,"GEARS",NA
"Denmark",2019,"Escherichia coli","Levofloxacin",7,2,"GEARS",NA
"Denmark",2019,"Escherichia coli","Meropenem",7,0,"GEARS",NA
"Denmark",2019,"Klebsiella pneumoniae","Ceftazidime",8,0,"GEARS",NA
"Denmark",2019,"Klebsiella pneumoniae","Cefepime",8,0,"GEARS",NA
"Denmark",2019,"Klebsiella pneumoniae","Gentamicin",8,1,"GEARS",NA
"Denmark",2019,"Klebsiella pneumoniae","Levofloxacin",8,2,"GEARS",NA
"Denmark",2019,"Klebsiella pneumoniae","Meropenem",8,0,"GEARS",NA
"Denmark",2020,"Escherichia coli","Ceftazidime",2,0,"GEARS",NA
"Denmark",2020,"Escherichia coli","Cefepime",2,0,"GEARS",NA
"Denmark",2020,"Escherichia coli","Gentamicin",2,0,"GEARS",NA
"Denmark",2020,"Escherichia coli","Levofloxacin",2,0,"GEARS",NA
"Denmark",2020,"Escherichia coli","Meropenem",2,0,"GEARS",NA
"Denmark",2020,"Klebsiella pneumoniae","Ceftazidime",4,0,"GEARS",NA
"Denmark",2020,"Klebsiella pneumoniae","Cefepime",4,0,"GEARS",NA
"Denmark",2020,"Klebsiella pneumoniae","Gentamicin",4,0,"GEARS",NA
"Denmark",2020,"Klebsiella pneumoniae","Levofloxacin",4,0,"GEARS",NA
"Denmark",2020,"Klebsiella pneumoniae","Meropenem",4,0,"GEARS",NA
"Dominican Republic",2018,"Escherichia coli","Ceftazidime",9,2,"GEARS",NA
"Dominican Republic",2018,"Escherichia coli","Cefepime",9,2,"GEARS",NA
"Dominican Republic",2018,"Escherichia coli","Gentamicin",9,2,"GEARS",NA
"Dominican Republic",2018,"Escherichia coli","Levofloxacin",9,5,"GEARS",NA
"Dominican Republic",2018,"Escherichia coli","Meropenem",9,0,"GEARS",NA
"Dominican Republic",2018,"Klebsiella pneumoniae","Ceftazidime",3,1,"GEARS",NA
"Dominican Republic",2018,"Klebsiella pneumoniae","Cefepime",3,1,"GEARS",NA
"Dominican Republic",2018,"Klebsiella pneumoniae","Gentamicin",3,1,"GEARS",NA
"Dominican Republic",2018,"Klebsiella pneumoniae","Levofloxacin",3,3,"GEARS",NA
"Dominican Republic",2018,"Klebsiella pneumoniae","Meropenem",3,0,"GEARS",NA
"Dominican Republic",2019,"Escherichia coli","Ceftazidime",5,4,"GEARS",NA
"Dominican Republic",2019,"Escherichia coli","Cefepime",5,3,"GEARS",NA
"Dominican Republic",2019,"Escherichia coli","Gentamicin",5,3,"GEARS",NA
"Dominican Republic",2019,"Escherichia coli","Levofloxacin",5,5,"GEARS",NA
"Dominican Republic",2019,"Escherichia coli","Meropenem",5,0,"GEARS",NA
"Dominican Republic",2019,"Klebsiella pneumoniae","Ceftazidime",3,0,"GEARS",NA
"Dominican Republic",2019,"Klebsiella pneumoniae","Cefepime",3,0,"GEARS",NA
"Dominican Republic",2019,"Klebsiella pneumoniae","Gentamicin",3,0,"GEARS",NA
"Dominican Republic",2019,"Klebsiella pneumoniae","Levofloxacin",3,0,"GEARS",NA
"Dominican Republic",2019,"Klebsiella pneumoniae","Meropenem",3,0,"GEARS",NA
"Dominican Republic",2020,"Escherichia coli","Ceftazidime",9,4,"GEARS",NA
"Dominican Republic",2020,"Escherichia coli","Cefepime",9,4,"GEARS",NA
"Dominican Republic",2020,"Escherichia coli","Gentamicin",9,4,"GEARS",NA
"Dominican Republic",2020,"Escherichia coli","Levofloxacin",9,7,"GEARS",NA
"Dominican Republic",2020,"Escherichia coli","Meropenem",9,0,"GEARS",NA
"Dominican Republic",2020,"Klebsiella pneumoniae","Ceftazidime",3,1,"GEARS",NA
"Dominican Republic",2020,"Klebsiella pneumoniae","Cefepime",3,1,"GEARS",NA
"Dominican Republic",2020,"Klebsiella pneumoniae","Gentamicin",3,2,"GEARS",NA
"Dominican Republic",2020,"Klebsiella pneumoniae","Levofloxacin",3,2,"GEARS",NA
"Dominican Republic",2020,"Klebsiella pneumoniae","Meropenem",3,0,"GEARS",NA
"Finland",2018,"Escherichia coli","Ceftazidime",6,0,"GEARS","European Region"
"Finland",2018,"Escherichia coli","Cefepime",6,0,"GEARS","European Region"
"Finland",2018,"Escherichia coli","Gentamicin",6,0,"GEARS","European Region"
"Finland",2018,"Escherichia coli","Levofloxacin",6,0,"GEARS","European Region"
"Finland",2018,"Escherichia coli","Meropenem",6,0,"GEARS","European Region"
"Finland",2018,"Klebsiella pneumoniae","Ceftazidime",4,0,"GEARS","European Region"
"Finland",2018,"Klebsiella pneumoniae","Cefepime",4,0,"GEARS","European Region"
"Finland",2018,"Klebsiella pneumoniae","Gentamicin",4,0,"GEARS","European Region"
"Finland",2018,"Klebsiella pneumoniae","Levofloxacin",4,0,"GEARS","European Region"
"Finland",2018,"Klebsiella pneumoniae","Meropenem",4,0,"GEARS","European Region"
"Finland",2020,"Escherichia coli","Ceftazidime",1,0,"GEARS","European Region"
"Finland",2020,"Escherichia coli","Cefepime",1,0,"GEARS","European Region"
"Finland",2020,"Escherichia coli","Gentamicin",1,0,"GEARS","European Region"
"Finland",2020,"Escherichia coli","Levofloxacin",1,0,"GEARS","European Region"
"Finland",2020,"Escherichia coli","Meropenem",1,0,"GEARS","European Region"
"France",2018,"Escherichia coli","Ceftazidime",65,9,"GEARS","European Region"
"France",2018,"Escherichia coli","Cefepime",65,8,"GEARS","European Region"
"France",2018,"Escherichia coli","Gentamicin",65,5,"GEARS","European Region"
"France",2018,"Escherichia coli","Levofloxacin",65,15,"GEARS","European Region"
"France",2018,"Escherichia coli","Meropenem",65,0,"GEARS","European Region"
"France",2018,"Klebsiella pneumoniae","Ceftazidime",47,9,"GEARS","European Region"
"France",2018,"Klebsiella pneumoniae","Cefepime",47,7,"GEARS","European Region"
"France",2018,"Klebsiella pneumoniae","Gentamicin",47,6,"GEARS","European Region"
"France",2018,"Klebsiella pneumoniae","Levofloxacin",47,4,"GEARS","European Region"
"France",2018,"Klebsiella pneumoniae","Meropenem",47,0,"GEARS","European Region"
"France",2019,"Escherichia coli","Ceftazidime",14,3,"GEARS","European Region"
"France",2019,"Escherichia coli","Cefepime",14,1,"GEARS","European Region"
"France",2019,"Escherichia coli","Gentamicin",14,2,"GEARS","European Region"
"France",2019,"Escherichia coli","Levofloxacin",14,2,"GEARS","European Region"
"France",2019,"Escherichia coli","Meropenem",14,0,"GEARS","European Region"
"France",2019,"Klebsiella pneumoniae","Ceftazidime",10,2,"GEARS","European Region"
"France",2019,"Klebsiella pneumoniae","Cefepime",10,2,"GEARS","European Region"
"France",2019,"Klebsiella pneumoniae","Gentamicin",10,2,"GEARS","European Region"
"France",2019,"Klebsiella pneumoniae","Levofloxacin",10,2,"GEARS","European Region"
"France",2019,"Klebsiella pneumoniae","Meropenem",10,0,"GEARS","European Region"
"France",2020,"Escherichia coli","Ceftazidime",36,4,"GEARS","European Region"
"France",2020,"Escherichia coli","Cefepime",36,3,"GEARS","European Region"
"France",2020,"Escherichia coli","Gentamicin",36,3,"GEARS","European Region"
"France",2020,"Escherichia coli","Levofloxacin",36,4,"GEARS","European Region"
"France",2020,"Escherichia coli","Meropenem",36,0,"GEARS","European Region"
"France",2020,"Klebsiella pneumoniae","Ceftazidime",35,15,"GEARS","European Region"
"France",2020,"Klebsiella pneumoniae","Cefepime",35,11,"GEARS","European Region"
"France",2020,"Klebsiella pneumoniae","Gentamicin",35,9,"GEARS","European Region"
"France",2020,"Klebsiella pneumoniae","Levofloxacin",35,9,"GEARS","European Region"
"France",2020,"Klebsiella pneumoniae","Meropenem",35,1,"GEARS","European Region"
"Germany",2018,"Escherichia coli","Ceftazidime",84,7,"GEARS","European Region"
"Germany",2018,"Escherichia coli","Cefepime",84,7,"GEARS","European Region"
"Germany",2018,"Escherichia coli","Gentamicin",84,1,"GEARS","European Region"
"Germany",2018,"Escherichia coli","Levofloxacin",84,13,"GEARS","European Region"
"Germany",2018,"Escherichia coli","Meropenem",84,1,"GEARS","European Region"
"Germany",2018,"Klebsiella pneumoniae","Ceftazidime",65,8,"GEARS","European Region"
"Germany",2018,"Klebsiella pneumoniae","Cefepime",65,8,"GEARS","European Region"
"Germany",2018,"Klebsiella pneumoniae","Gentamicin",65,3,"GEARS","European Region"
"Germany",2018,"Klebsiella pneumoniae","Levofloxacin",65,5,"GEARS","European Region"
"Germany",2018,"Klebsiella pneumoniae","Meropenem",65,2,"GEARS","European Region"
"Germany",2019,"Escherichia coli","Ceftazidime",70,8,"GEARS","European Region"
"Germany",2019,"Escherichia coli","Cefepime",70,9,"GEARS","European Region"
"Germany",2019,"Escherichia coli","Gentamicin",70,5,"GEARS","European Region"
"Germany",2019,"Escherichia coli","Levofloxacin",70,12,"GEARS","European Region"
"Germany",2019,"Escherichia coli","Meropenem",70,1,"GEARS","European Region"
"Germany",2019,"Klebsiella pneumoniae","Ceftazidime",58,8,"GEARS","European Region"
"Germany",2019,"Klebsiella pneumoniae","Cefepime",58,8,"GEARS","European Region"
"Germany",2019,"Klebsiella pneumoniae","Gentamicin",58,4,"GEARS","European Region"
"Germany",2019,"Klebsiella pneumoniae","Levofloxacin",58,9,"GEARS","European Region"
"Germany",2019,"Klebsiella pneumoniae","Meropenem",58,1,"GEARS","European Region"
"Germany",2020,"Escherichia coli","Ceftazidime",50,5,"GEARS","European Region"
"Germany",2020,"Escherichia coli","Cefepime",50,6,"GEARS","European Region"
"Germany",2020,"Escherichia coli","Gentamicin",50,4,"GEARS","European Region"
"Germany",2020,"Escherichia coli","Levofloxacin",50,8,"GEARS","European Region"
"Germany",2020,"Escherichia coli","Meropenem",50,0,"GEARS","European Region"
"Germany",2020,"Klebsiella pneumoniae","Ceftazidime",35,5,"GEARS","European Region"
"Germany",2020,"Klebsiella pneumoniae","Cefepime",35,1,"GEARS","European Region"
"Germany",2020,"Klebsiella pneumoniae","Gentamicin",35,4,"GEARS","European Region"
"Germany",2020,"Klebsiella pneumoniae","Levofloxacin",35,4,"GEARS","European Region"
"Germany",2020,"Klebsiella pneumoniae","Meropenem",35,0,"GEARS","European Region"
"Greece",2018,"Escherichia coli","Ceftazidime",27,3,"GEARS","European Region"
"Greece",2018,"Escherichia coli","Cefepime",27,3,"GEARS","European Region"
"Greece",2018,"Escherichia coli","Gentamicin",27,1,"GEARS","European Region"
"Greece",2018,"Escherichia coli","Levofloxacin",27,7,"GEARS","European Region"
"Greece",2018,"Escherichia coli","Meropenem",27,0,"GEARS","European Region"
"Greece",2018,"Klebsiella pneumoniae","Ceftazidime",24,17,"GEARS","European Region"
"Greece",2018,"Klebsiella pneumoniae","Cefepime",24,17,"GEARS","European Region"
"Greece",2018,"Klebsiella pneumoniae","Gentamicin",24,12,"GEARS","European Region"
"Greece",2018,"Klebsiella pneumoniae","Levofloxacin",24,15,"GEARS","European Region"
"Greece",2018,"Klebsiella pneumoniae","Meropenem",24,13,"GEARS","European Region"
"Greece",2019,"Escherichia coli","Ceftazidime",20,0,"GEARS","European Region"
"Greece",2019,"Escherichia coli","Cefepime",20,0,"GEARS","European Region"
"Greece",2019,"Escherichia coli","Gentamicin",20,1,"GEARS","European Region"
"Greece",2019,"Escherichia coli","Levofloxacin",20,6,"GEARS","European Region"
"Greece",2019,"Escherichia coli","Meropenem",20,0,"GEARS","European Region"
"Greece",2019,"Klebsiella pneumoniae","Ceftazidime",32,23,"GEARS","European Region"
"Greece",2019,"Klebsiella pneumoniae","Cefepime",32,23,"GEARS","European Region"
"Greece",2019,"Klebsiella pneumoniae","Gentamicin",32,10,"GEARS","European Region"
"Greece",2019,"Klebsiella pneumoniae","Levofloxacin",32,20,"GEARS","European Region"
"Greece",2019,"Klebsiella pneumoniae","Meropenem",32,17,"GEARS","European Region"
"Greece",2020,"Escherichia coli","Ceftazidime",11,1,"GEARS","European Region"
"Greece",2020,"Escherichia coli","Cefepime",11,1,"GEARS","European Region"
"Greece",2020,"Escherichia coli","Gentamicin",11,0,"GEARS","European Region"
"Greece",2020,"Escherichia coli","Levofloxacin",11,5,"GEARS","European Region"
"Greece",2020,"Escherichia coli","Meropenem",11,1,"GEARS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Ceftazidime",16,14,"GEARS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Cefepime",16,14,"GEARS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Gentamicin",16,8,"GEARS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Levofloxacin",16,14,"GEARS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Meropenem",16,13,"GEARS","European Region"
"Guatemala",2018,"Escherichia coli","Ceftazidime",11,4,"GEARS",NA
"Guatemala",2018,"Escherichia coli","Cefepime",11,5,"GEARS",NA
"Guatemala",2018,"Escherichia coli","Gentamicin",11,5,"GEARS",NA
"Guatemala",2018,"Escherichia coli","Levofloxacin",11,7,"GEARS",NA
"Guatemala",2018,"Escherichia coli","Meropenem",11,0,"GEARS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Ceftazidime",5,2,"GEARS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Cefepime",5,2,"GEARS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Gentamicin",5,2,"GEARS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Levofloxacin",5,1,"GEARS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Meropenem",5,0,"GEARS",NA
"Guatemala",2019,"Escherichia coli","Ceftazidime",2,1,"GEARS",NA
"Guatemala",2019,"Escherichia coli","Cefepime",2,1,"GEARS",NA
"Guatemala",2019,"Escherichia coli","Gentamicin",2,0,"GEARS",NA
"Guatemala",2019,"Escherichia coli","Levofloxacin",2,2,"GEARS",NA
"Guatemala",2019,"Escherichia coli","Meropenem",2,0,"GEARS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Ceftazidime",12,10,"GEARS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Cefepime",12,9,"GEARS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Gentamicin",12,9,"GEARS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Levofloxacin",12,5,"GEARS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Meropenem",12,8,"GEARS",NA
"Guatemala",2020,"Escherichia coli","Ceftazidime",5,2,"GEARS",NA
"Guatemala",2020,"Escherichia coli","Cefepime",5,2,"GEARS",NA
"Guatemala",2020,"Escherichia coli","Gentamicin",5,2,"GEARS",NA
"Guatemala",2020,"Escherichia coli","Levofloxacin",5,2,"GEARS",NA
"Guatemala",2020,"Escherichia coli","Meropenem",5,0,"GEARS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Ceftazidime",14,7,"GEARS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Cefepime",14,7,"GEARS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Gentamicin",14,9,"GEARS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Levofloxacin",14,2,"GEARS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Meropenem",14,6,"GEARS",NA
"Hong Kong",2018,"Escherichia coli","Ceftazidime",6,0,"GEARS",NA
"Hong Kong",2018,"Escherichia coli","Cefepime",6,0,"GEARS",NA
"Hong Kong",2018,"Escherichia coli","Gentamicin",6,0,"GEARS",NA
"Hong Kong",2018,"Escherichia coli","Levofloxacin",6,1,"GEARS",NA
"Hong Kong",2018,"Escherichia coli","Meropenem",6,0,"GEARS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Ceftazidime",6,1,"GEARS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Cefepime",6,0,"GEARS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Gentamicin",6,0,"GEARS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Levofloxacin",6,1,"GEARS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Meropenem",6,0,"GEARS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Ceftazidime",3,0,"GEARS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Cefepime",3,0,"GEARS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Gentamicin",3,0,"GEARS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Levofloxacin",3,1,"GEARS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Meropenem",3,0,"GEARS",NA
"Hong Kong",2020,"Escherichia coli","Ceftazidime",1,1,"GEARS",NA
"Hong Kong",2020,"Escherichia coli","Cefepime",1,0,"GEARS",NA
"Hong Kong",2020,"Escherichia coli","Gentamicin",1,0,"GEARS",NA
"Hong Kong",2020,"Escherichia coli","Levofloxacin",1,1,"GEARS",NA
"Hong Kong",2020,"Escherichia coli","Meropenem",1,0,"GEARS",NA
"Hong Kong",2020,"Klebsiella pneumoniae","Ceftazidime",3,0,"GEARS",NA
"Hong Kong",2020,"Klebsiella pneumoniae","Cefepime",3,0,"GEARS",NA
"Hong Kong",2020,"Klebsiella pneumoniae","Gentamicin",3,0,"GEARS",NA
"Hong Kong",2020,"Klebsiella pneumoniae","Levofloxacin",3,0,"GEARS",NA
"Hong Kong",2020,"Klebsiella pneumoniae","Meropenem",3,0,"GEARS",NA
"Hungary",2018,"Escherichia coli","Ceftazidime",39,7,"GEARS",NA
"Hungary",2018,"Escherichia coli","Cefepime",39,7,"GEARS",NA
"Hungary",2018,"Escherichia coli","Gentamicin",39,4,"GEARS",NA
"Hungary",2018,"Escherichia coli","Levofloxacin",39,15,"GEARS",NA
"Hungary",2018,"Escherichia coli","Meropenem",39,0,"GEARS",NA
"Hungary",2018,"Klebsiella pneumoniae","Ceftazidime",33,15,"GEARS",NA
"Hungary",2018,"Klebsiella pneumoniae","Cefepime",33,11,"GEARS",NA
"Hungary",2018,"Klebsiella pneumoniae","Gentamicin",33,4,"GEARS",NA
"Hungary",2018,"Klebsiella pneumoniae","Levofloxacin",33,11,"GEARS",NA
"Hungary",2018,"Klebsiella pneumoniae","Meropenem",33,0,"GEARS",NA
"Hungary",2019,"Escherichia coli","Ceftazidime",24,2,"GEARS",NA
"Hungary",2019,"Escherichia coli","Cefepime",24,0,"GEARS",NA
"Hungary",2019,"Escherichia coli","Gentamicin",24,2,"GEARS",NA
"Hungary",2019,"Escherichia coli","Levofloxacin",24,7,"GEARS",NA
"Hungary",2019,"Escherichia coli","Meropenem",24,0,"GEARS",NA
"Hungary",2019,"Klebsiella pneumoniae","Ceftazidime",20,8,"GEARS",NA
"Hungary",2019,"Klebsiella pneumoniae","Cefepime",20,7,"GEARS",NA
"Hungary",2019,"Klebsiella pneumoniae","Gentamicin",20,5,"GEARS",NA
"Hungary",2019,"Klebsiella pneumoniae","Levofloxacin",20,8,"GEARS",NA
"Hungary",2019,"Klebsiella pneumoniae","Meropenem",20,1,"GEARS",NA
"Hungary",2020,"Escherichia coli","Ceftazidime",16,2,"GEARS",NA
"Hungary",2020,"Escherichia coli","Cefepime",16,2,"GEARS",NA
"Hungary",2020,"Escherichia coli","Gentamicin",16,3,"GEARS",NA
"Hungary",2020,"Escherichia coli","Levofloxacin",16,5,"GEARS",NA
"Hungary",2020,"Escherichia coli","Meropenem",16,0,"GEARS",NA
"Hungary",2020,"Klebsiella pneumoniae","Ceftazidime",10,5,"GEARS",NA
"Hungary",2020,"Klebsiella pneumoniae","Cefepime",10,3,"GEARS",NA
"Hungary",2020,"Klebsiella pneumoniae","Gentamicin",10,2,"GEARS",NA
"Hungary",2020,"Klebsiella pneumoniae","Levofloxacin",10,2,"GEARS",NA
"Hungary",2020,"Klebsiella pneumoniae","Meropenem",10,0,"GEARS",NA
"India",2018,"Escherichia coli","Ceftazidime",12,8,"GEARS","South-East Asia Region"
"India",2018,"Escherichia coli","Cefepime",12,7,"GEARS","South-East Asia Region"
"India",2018,"Escherichia coli","Gentamicin",12,3,"GEARS","South-East Asia Region"
"India",2018,"Escherichia coli","Levofloxacin",12,7,"GEARS","South-East Asia Region"
"India",2018,"Escherichia coli","Meropenem",12,1,"GEARS","South-East Asia Region"
"India",2018,"Klebsiella pneumoniae","Ceftazidime",14,10,"GEARS","South-East Asia Region"
"India",2018,"Klebsiella pneumoniae","Cefepime",14,9,"GEARS","South-East Asia Region"
"India",2018,"Klebsiella pneumoniae","Gentamicin",14,7,"GEARS","South-East Asia Region"
"India",2018,"Klebsiella pneumoniae","Levofloxacin",14,8,"GEARS","South-East Asia Region"
"India",2018,"Klebsiella pneumoniae","Meropenem",14,7,"GEARS","South-East Asia Region"
"India",2019,"Escherichia coli","Ceftazidime",47,35,"GEARS","South-East Asia Region"
"India",2019,"Escherichia coli","Cefepime",47,31,"GEARS","South-East Asia Region"
"India",2019,"Escherichia coli","Gentamicin",47,12,"GEARS","South-East Asia Region"
